Carter Smith,"[u'Category:1971 births', u'Category:American film directors', u'Category:American photographers', u'Category:Living people', u'Category:Pages with citations having bare URLs', u'Category:Pages with citations lacking titles', u'Category:People from Topsham, Maine']"
Sam Mendes,"[u'Category:1965 births', u'Category:Alumni of Peterhouse, Cambridge', u'Category:Articles with IBDb links', u'Category:Articles with hCards', u'Category:Best Directing Academy Award winners', u'Category:Best Director Empire Award winners', u'Category:Best Director Golden Globe winners', u'Category:Commanders of the Order of the British Empire', u""Category:Critics' Circle Theatre Award winners"", u'Category:Directors Guild of America Award winners']"
Jake Kasdan,"[u'Category:1974 births', u'Category:American Jews', u'Category:American film directors', u'Category:American male child actors', u'Category:American male film actors', u'Category:American television directors', u'Category:Articles with hCards', u'Category:Film directors from Michigan', u'Category:Living people', u'Category:Male actors from Detroit']"
Chris Weitz,"[u'Category:1969 births', u'Category:All articles with unsourced statements', u'Category:Alumni of Trinity College, Cambridge', u'Category:American businesspeople', u'Category:American film directors', u'Category:American people of Czech-Jewish descent', u'Category:American people of German-Jewish descent', u'Category:American people of Mexican descent', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from December 2016']"
 Dwight H. Little,"[u'Category:1956 births', u'Category:All BLP articles lacking sources', u'Category:American film directors', u'Category:American television directors', u'Category:Articles with hCards', u'Category:BLP articles lacking sources from June 2010', u'Category:Living people', u'Category:People from Cleveland', u'Category:Wikipedia articles with BNF identifiers', u'Category:Wikipedia articles with GND identifiers']"
Graham Baker,"[u'Category:All article disambiguation pages', u'Category:All disambiguation pages', u'Category:Human name disambiguation pages', u'Category:Monitored short pages']"
Martin Curland,
Mel Brooks,"[u'Category:1926 births', u'Category:20th-century American male actors', u'Category:21st-century American male actors', u'Category:Abraham Lincoln High School (Brooklyn) alumni', u'Category:All articles to be expanded', u'Category:All articles with empty sections', u'Category:American Jews in the military', u'Category:American comedy musicians', u'Category:American film directors', u'Category:American male comedians']"
Rupert Wyatt,"[u'Category:1972 births', u'Category:Articles with hCards', u'Category:English cinematographers', u'Category:English expatriates in the United States', u'Category:English film directors', u'Category:English film producers', u'Category:English screenwriters', u'Category:English writers', u'Category:Living people', u'Category:People educated at Winchester College']"
James Whale,"[u'Category:1889 births', u'Category:1957 deaths', u'Category:All articles with dead external links', u'Category:Articles with IBDb links', u'Category:Articles with dead external links from April 2012', u'Category:Articles with dead external links from May 2012', u'Category:Articles with hCards', u'Category:British Army personnel of World War I', u'Category:British World War I prisoners of war', u'Category:Burials at Forest Lawn Memorial Park (Glendale)']"
Guy Ritchie,"[u'Category:1968 births', u'Category:Articles with hCards', u'Category:Best British Director Empire Award winners', u'Category:British film directors', u'Category:Commons category with local link same as on Wikidata', u'Category:Edgar Award winners', u'Category:English-language film directors', u'Category:English businesspeople', u'Category:English film directors', u'Category:English film producers']"
Ken Finkleman,"[u'Category:1946 births', u'Category:Articles with hCards', u'Category:Canadian comedy writers', u'Category:Canadian film producers', u'Category:Canadian male film actors', u'Category:Canadian male television actors', u'Category:Canadian screenwriters', u'Category:Canadian television writers', u'Category:Gemini Award winners', u'Category:Jewish Canadian male actors']"
Peter Webber,"[u'Category:1968 births', u'Category:All articles with unsourced statements', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from June 2016', u'Category:British film directors', u'Category:Living people', u'Category:Wikipedia articles with BNF identifiers', u'Category:Wikipedia articles with GND identifiers', u'Category:Wikipedia articles with ISNI identifiers', u'Category:Wikipedia articles with VIAF identifiers']"
Terry Gilliam,"[u'Category:1940 births', u'Category:AC with 14 elements', u'Category:Album-cover and concert-poster artists', u'Category:American emigrants to England', u'Category:Articles with German-language external links', u'Category:Articles with hAudio microformats', u'Category:Articles with hCards', u'Category:BAFTA fellows', u'Category:Best Director Empire Award winners', u'Category:British opera directors']"
Colin Strause,"[u'Category:American music video directors', u'Category:American people of German descent', u'Category:Articles with hCards', u'Category:Filmmaking duos', u'Category:Living people', u'Category:People from Waukegan, Illinois', u'Category:Sibling duos', u'Category:Sibling filmmakers', u'Category:Special effects people']"
